id	candidate	candidate_confidence	relevant_yn	relevant_yn_confidence	sentiment	sentiment_confidence	subject_matter	subject_matter_confidence	candidate_gold	name	relevant_yn_gold	retweet_count	sentiment_gold	subject_matter_gold	tweet_coord	tweet_created	tweet_id	tweet_location	user_timezone		text
1375	No candidate mentioned	1	yes	1	Negative	1	FOX News or Moderators	1		Intelligence404		0				8/7/15 9:42	6.30E+17		Pacific Time (US & Canada)		"And for the record, the #GOPDebate was NOT a debate. It was Fox and the Koch bros interviewing each candidate. It was a FARCE. Vote Bernie"
10270	No candidate mentioned	1	yes	1	Positive	1	None of the above	1		VikkiNelasquez		28				8/6/15 19:58	6.29E+17		Atlantic Time (Canada)		RT @Wilberforce91: One of my favorite things about the #GOPDebates is how many of these candidates I've seen in person. Thanks @LibertyU &amp; …
2670	Donald Trump	0.6686	yes	1	Negative	1	FOX News or Moderators	1		allurephoto		1				8/7/15 9:28	6.30E+17	"Kansas, USA"	Central Time (US & Canada)		"RT @Brenkoski: She @megynkelly is a horrible commentator @FoxNews did a terrible job last night, very DISAPPOINTING! #GOPDebate https://t…"
2300	Donald Trump	1	yes	1	Neutral	0.6596	None of the above	1		sarahuzawesome		2				8/7/15 9:32	6.30E+17				"RT @jacksontsimpson: TRUMP: ""Most of the people on this stage I have given to.""RUBIO: ""Not me.""#SHADE #GOPDebate"
4670	No candidate mentioned	1	yes	1	Neutral	0.6702	None of the above	1		Wipa_Blade		7				8/7/15 8:46	6.30E+17	"Atlanta, Georgia"	Quito		RT @SplitSingleband: How much does it say about Martin Short's talent that no one recognized him while in character?#GOPDebate http://t.co…
12100	Chris Christie	1	yes	1	Negative	0.6813	None of the above	0.6813		SeeThroughFruit		0				8/6/15 19:26	6.29E+17				Chris Christie more like Chris Please Stop Supporting the NSA #GOPDebates
12432	No candidate mentioned	0.4512	yes	0.6717	Negative	0.3434	Religion	0.2307		mariecorfield		2				8/6/15 19:21	6.29E+17	New Jersey	Eastern Time (US & Canada)		"RT @joeynovick: #GOPDebate #gopdebates #TheDayOne question: I'd vote for the guy who's says ""On Day One? I'm gonna chill. I'm f'kin exhaust…"
10177	Jeb Bush	1	yes	1	Negative	1	None of the above	0.6237		laspinks		172				8/6/15 19:59	6.29E+17	"South Carolina, USA"	America/New_York		RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate #GOPDebates
11050	Mike Huckabee	1	yes	1	Negative	0.6404	None of the above	1		suzwoehrle		66				8/6/15 19:44	6.29E+17	"Minneapolis, MN"	Central Time (US & Canada)		"RT @jamiaw: ""The purpose of the military is to kill people and break things""-Mike Huckabee #GOPDebates #KKKorGOP"
10702	No candidate mentioned	0.4545	yes	0.6742	Negative	0.6742	FOX News or Moderators	0.4545		annvconlon		157				8/6/15 19:51	6.29E+17	"Charleston, SC"			"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate #GOPDebates"
7050	Donald Trump	1	yes	1	Negative	0.6477	FOX News or Moderators	1		VernonCrawfor13		36				8/7/15 8:11	6.30E+17				"RT @_HankRearden: Trump to Megyn Kelly: I don't have time for political correctness, and neither does this country. #GOPDebate #Trump2016"
7173	Donald Trump	1	yes	1	Negative	1	None of the above	0.6307		StoneMil		1				8/7/15 8:09	6.30E+17	 rock -------?----- hard place	Central Time (US & Canada)		I pick Trump. Most likely to start a war with a county because of a personal insult. #realdonaldtrump #GOPDebate #draftdeferment
11275	No candidate mentioned	0.4196	yes	0.6477	Negative	0.6477	Racial issues	0.4196		SherriTerrell		0				8/6/15 19:40	6.29E+17		Pacific Time (US & Canada)		Race discussion was over quicker than that Rousey fight. GOP could care less about Black people! #RepublicanDebate #FoxNews #GOPdebates
1490	Donald Trump	0.4247	yes	0.6517	Negative	0.6517	None of the above	0.4247		Sleevetalkshow		0				8/7/15 9:40	6.30E+17	Anywhere & Everywhere!	Eastern Time (US & Canada)		"@Krauthammer: ""The real story is the collapse of (@realDonaldTrump) in this (#GOPDebate)."" http://t.co/Csm0a7ddpz"
61	No candidate mentioned	0.4492	yes	0.6702	Negative	0.6702	None of the above	0.4492		marcylauren		83				8/7/15 9:54	6.30E+17	Delaware	Eastern Time (US & Canada)		RT @P0TUS: #GOPDebate closing statements: http://t.co/S15NLilLso
6032	No candidate mentioned	1	yes	1	Negative	1	Racial issues	1		MoaninMary		1				8/7/15 8:26	6.30E+17	 North Carolina	Atlantic Time (Canada)		RT @kzshabazz: But I don't take either party seriously. GOP and Dems are on the same racist team #GOPDebate
11876	No candidate mentioned	1	yes	1	Negative	1	None of the above	1		earcream		0				8/6/15 19:29	6.29E+17	Jacksonville	Eastern Time (US & Canada)		#Firstoff your first offs all suck! Just get to answering the questions at the #GOPdebates
13004	Chris Christie	0.6778	yes	1	Neutral	0.6778	None of the above	0.6444		meathouse60005		1				8/6/15 19:11	6.29E+17	USA-world's greatest country	Central Time (US & Canada)		"RT @Republikim1: ""Lying and stealing from American Public has already occurred."" #Christie #GOPDebates"
11848	Donald Trump	1	yes	1	Negative	1	None of the above	1		AnnalynnEscoto		0				8/6/15 19:30	6.29E+17				@JebBush Trump is divisive. I want to win too! Get @realDonaldTrump out of there. #GOPDebates
147	No candidate mentioned	1	yes	1	Negative	1	Foreign Policy	0.3508		JJBills14		350				8/7/15 9:53	6.30E+17				RT @JohnFugelsang: If you missed either #GOPDebate all you need to know is there's no $ for struggling Americans and unlimited $ for war.
2797	No candidate mentioned	0.4074	yes	0.6383	Negative	0.6383	FOX News or Moderators	0.4074		robjones3030		0				8/7/15 9:26	6.30E+17	A bit outside of Ft Worth	Central Time (US & Canada)		@OnBakerStreet @FrankLuntz @maxwelltaniI dont watch debates with intent of letting moderators direct my vote. Total sham. #GOPDebate
6361	No candidate mentioned	0.4074	yes	0.6383	Negative	0.6383	Abortion	0.4074		graceording		443				8/7/15 8:21	6.30E+17				RT @feministabulous: Praying for @megynkelly to interrupt one of them with this #GOPDebate http://t.co/f9qwVLhb3z
5882	Donald Trump	1	yes	1	Positive	0.6961	None of the above	1		mamieree		1				8/7/15 8:29	6.30E+17				"RT @GaltsGirl: Trump's entire #GOPDebate performance: Don't hate the player. The rules are made for me, and I love it."
11716	John Kasich	0.625	yes	1	Negative	0.375	None of the above	1		msgoddessrises		0				8/6/15 19:32	6.29E+17	Viva Las Vegas NV.	Pacific Time (US & Canada)		Told you! And he called @govsandoval ??? #Kasich2016 #GOPDebates https://t.co/YDJeEvL31x
6501	Marco Rubio	0.4589	yes	0.6774	Negative	0.6774	None of the above	0.4589		JustinFrankMD		0				8/7/15 8:19	6.30E+17	WDC	Quito		"#Republicans don't focus on the future, despite what #Rubio and others said in the #GOPDebate; it's always the past http://t.co/3RgjaDnyri"
3737	No candidate mentioned	1	yes	1	Negative	1	Racial issues	0.3511		SeaBassThePhish		192				8/7/15 9:15	6.30E+17		Eastern Time (US & Canada)		RT @zellieimani: Many Americans are outraged over emerging videos of .*omg finally police violence * planned parent hood. #GOPDebate
7725	No candidate mentioned	1	yes	1	Negative	0.6696	None of the above	1		karl_sans_marx		1				8/7/15 9:07	6.30E+17	"Winona Lake, Indiana"			RT @carmengoblue: It is like Miss America meets Jerry Springer. #gopdebate
5833	Donald Trump	1	yes	1	Positive	0.6533	None of the above	1		Emassey678		1				8/7/15 8:29	6.30E+17	"Greenville, SC"			"RT @coach_tricia: @realDonaldTrump I was on the streets talking to people before the debate. Afterwards, the word on the street and inside:…"
82	No candidate mentioned	1	yes	1	Negative	0.6211	Healthcare (including Medicare)	0.6986		AtticusBooks		0				8/7/15 9:54	6.30E+17	"Madison, NJ"	Eastern Time (US & Canada)		Wondering if I could get the Republican Party to pay for my liver transplant after playing @mtaibbi #GOPDebate drinking game last night.
11393	No candidate mentioned	0.4274	yes	0.6538	Negative	0.6538	Abortion	0.4274		BLCKTIVIST		4				8/6/15 19:37	6.29E+17	"BLM, Stay Woke"			RT @_KingMalcolm: I am pro life unless a cop is involved - GOP candidates #GOPDebates
6452	No candidate mentioned	1	yes	1	Negative	0.6905	None of the above	1		TerrySchwartz10		0				8/7/15 8:19	6.30E+17	The Evergreen State			"#GOPDebate Hangover, and I don't drink"
11131	Ben Carson	1	yes	1	Positive	1	None of the above	1		BrentsChirps		1				8/6/15 19:42	6.29E+17	the south USA	Eastern Time (US & Canada)		Ben Carson doesn't talk trash. Mature speaker of truth. Maturity and strength on display at #GOPDebates #FOXNEWSDEBATE #WinBenWin
6450	Donald Trump	1	yes	1	Negative	0.6809	None of the above	0.6489		finksta		0				8/7/15 8:19	6.30E+17	"ÜT: 40.756539,-73.990301"	Eastern Time (US & Canada)		"Top #GOP strategist on #GOPDebate, specifically #DonaldTrump: ""I saw the destruction of a presidential campaign."" http://t.co/xJ5cqGrsTH"
7036	Mike Huckabee	1	yes	1	Negative	0.697	Abortion	0.3657		turquoisewine		7				8/7/15 8:11	6.30E+17		Istanbul		RT @galderso: Huckabee says the military is for killing people and breaking things; reaffirms he is pro-life. Totally makes sense. #GOPDeba…
11218	No candidate mentioned	1	yes	1	Neutral	0.643	None of the above	1		RyanTaylorReal		0				8/6/15 19:41	6.29E+17		Eastern Time (US & Canada)		Talking about Reagan is like saying The Godfather is your favorite film. What do YOU think? #GOPDebates
11825	Jeb Bush	1	yes	1	Negative	1	FOX News or Moderators	1		johnrogers411		153				8/6/15 19:30	6.29E+17	Fort Walton Beach Florida			RT @RWSurferGirl: Fox is cherry picking the candidates. Jeb gets the softball questions. 🇺🇸 #GOPDebates #GOPDebates
3922	Donald Trump	1	yes	1	Negative	0.6701	None of the above	0.6495		haak13		39				8/7/15 9:13	6.30E+17	satsuma fl			RT @jjauthor: The policies of Barack Obama have managed to provide neither peace nor prosperity! #GOPDebate @realDonaldTrump @tedcruz
9572	No candidate mentioned	0.4344	yes	0.6591	Neutral	0.3295	None of the above	0.4344		StellaLuna65		3				8/6/15 20:19	6.29E+17				"RT @MeanProgress: America: What we are losing, Where may we end up?http://t.co/psPFOspIVE.@POTUS .@WhiteHouse .@FLOTUS #GOPDebates #Uni…"
10940	Ben Carson	0.4707	yes	0.686	Negative	0.686	None of the above	0.4707		DriveHustle		0				8/6/15 19:46	6.29E+17		Eastern Time (US & Canada)		@AminESPN Ben Carson is proof that even if you're a neurosurgeon who looks like Marvin Gaye..you get 0 face time in the #GOPDebates
400		0.2277	yes	0.3507	Neutral	0.186		0.2277		funny4u2all1003		0				8/7/15 9:51	6.30E+17				ٌR▀█▀ 4 exotic designs for diamond rings http://t.co/9Whr8sL3Tp #YouTube http://t.co/dJb1fKJs3j #GOPDebate #Chemieunfall #Compton #Lion…
3309	No candidate mentioned	1	yes	1	Neutral	0.6552	None of the above	0.6897		PaydenCash		164				8/7/15 9:20	6.30E+17	Colorado Springs	Mountain Time (US & Canada)		RT @KatiePavlich: Carly Fiorina makes it into the primetime debate with her answer from earlier on Iran #GOPdebate
5028	No candidate mentioned	1	yes	1	Neutral	1	None of the above	1		itsnofLUKE		367				8/7/15 8:41	6.30E+17				RT @DocInRealLife: RT if you'd rather vote for Doc. #GOPDebate http://t.co/ElcoxLPHaV
8082	No candidate mentioned	0.4829	yes	0.6949	Negative	0.6949	FOX News or Moderators	0.2609		bestcarhauler		116				8/7/15 7:05	6.30E+17	Tennessee	Eastern Time (US & Canada)		RT @RWSurferGirl: So @megynkelly posed for adult pictures.should we bring that up? #GOPDebate #GOPDebates
8723	No candidate mentioned	1	yes	1	Negative	0.6632	FOX News or Moderators	1		unconcious0		26				8/6/15 22:31	6.30E+17	some where in Alaska.			RT @Desdemona4U: It was unfathomable that @megynkelly would ask Wasserman-Schultz to do a postmortem on the #GOPDebates. #SURREAL https://t…
13791	Donald Trump	1	yes	1	Negative	1	None of the above	1		Roddyhendrix		8				8/6/15 18:56	6.29E+17		Central Time (US & Canada)		"RT @SupermanHotMale: Donald Trump: Money talks and bullshit walks, he wants to bribe every elected official in America FU Trump #GopDeba…"
10737	No candidate mentioned	1	yes	1	Positive	1	None of the above	1		Morganjean96		19				8/6/15 19:50	6.29E+17		Arizona		RT @BethBehrs: Classy. #GOPDebates https://t.co/pZpyl1rdU6
888	Donald Trump	1	yes	1	Negative	1	None of the above	1		debrajsaunders		0				8/7/15 9:47	6.30E+17	San Francisco Chronicle			#GOPdebate: Trump trumps Trump. @realDonaldTrump was biggest loser. http://t.co/I4T3C2GMZO via @SFGate
13231	Donald Trump	1	yes	1	Positive	0.6837	FOX News or Moderators	0.6809		MsContrarianSci		66				8/6/15 19:08	6.29E+17	North America			RT @RWSurferGirl: FOX News won't admit who the Republican leader is right now I mean @realDonaldTrump only has a double-digit lead 🇺🇸 #GOPD…
1617	No candidate mentioned	1	yes	1	Negative	0.6735	Abortion	0.696		taelornagle		39				8/7/15 9:39	6.30E+17	"LI, NY ♐️"	Central Time (US & Canada)		"RT @NTagouri: Some politicians are so obsessed w protecting rights of fetuses but care nothing about rights of ppl who are alive, strugglin…"
13648	Ted Cruz	1	yes	1	Positive	0.663	None of the above	1		kathypeterson		149				8/6/15 18:59	6.29E+17		Mountain Time (US & Canada)		"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, 🇺🇸 #GOPDebate #G…"
5809	No candidate mentioned	1	yes	1	Positive	0.6891	FOX News or Moderators	1		jayoung1892		0			"[41.7599487, -72.7024307]"	8/7/15 8:30	6.30E+17	"The Omni Hotel in New Haven, C"			Fox news is actually asking the tough questions. I'm surprised! #gopdebate #WatchParty #rosieodonnell… https://t.co/9popya1qRV
6367	No candidate mentioned	1	yes	1	Negative	1	FOX News or Moderators	1		fanofAC		0				8/7/15 8:21	6.30E+17	"Dallas, Texas"			@BernieSanders Not only are the Rs out of touch but so is @FoxNews #GOPDebate #DebateWithBernie
8581	No candidate mentioned	1	yes	1	Negative	1	FOX News or Moderators	1		jeromeyee		116				8/6/15 23:34	6.30E+17				RT @RWSurferGirl: So @megynkelly posed for adult pictures.should we bring that up? #GOPDebate #GOPDebates
9554	No candidate mentioned	1	yes	1	Negative	0.6629	None of the above	1		Quo_Vadis_USA		43				8/6/15 20:20	6.29E+17		Arizona		RT @RWSurferGirl: I need to order another green apple martini to process what the hell just happened. 🇺🇸 #GOPDebate #GOPDebates
9334	No candidate mentioned	1	yes	1	Negative	0.6778	None of the above	0.6778		msgoddessrises		0				8/6/15 20:34	6.29E+17	Viva Las Vegas NV.	Pacific Time (US & Canada)		Not bad for a tipsy female who's blonde at the roots! 😂😂😂 #GOPDebates https://t.co/orpUoLsK2R
13672	Ben Carson	0.4143	yes	0.6437	Negative	0.3448	None of the above	0.4143		Connie_C_Wilson		3				8/6/15 18:59	6.29E+17	Chicago	Quito		"RT @brock_a_r: I wonder which candidate is going to be the first to accidentally call Ben Carson ""the help"" #GOPDebates"
12649	Donald Trump	1	yes	1	Negative	0.6703	FOX News or Moderators	1		azeducator		93				8/6/15 19:18	6.29E+17	"Phoenix, Arizona"	Arizona		"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate #GOPDebates"
6457	No candidate mentioned	1	yes	1	Negative	1	FOX News or Moderators	1		nycliving207		0				8/7/15 8:19	6.30E+17		Atlantic Time (Canada)		"It was hard to take @megynkelly serious during last night's #gopdebate when her faux eyelashes kept distracting me. Why, Megyn, why?"
9627	Ted Cruz	0.6842	yes	1	Positive	0.6633	None of the above	1		Pat_P_B		149				8/6/15 20:17	6.29E+17	Near You	Central Time (US & Canada)		"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, 🇺🇸 #GOPDebate #G…"
12174	Ted Cruz	0.3333	yes	1	Positive	0.6667	None of the above	0.6667		margotparson		149				8/6/15 19:25	6.29E+17	"Palm Coast, Florida"			"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, 🇺🇸 #GOPDebate #G…"
9980	Donald Trump	1	yes	1	Neutral	0.7006	Jobs and Economy	0.662		chrisjvenable		0				8/6/15 20:04	6.29E+17	"Kent, OH"	Eastern Time (US & Canada)		"Donald Trump: ""We should just not import things."" #GOPDebates"
7100	No candidate mentioned	1	yes	1	Neutral	0.6501	FOX News or Moderators	0.6628		tim6510		0				8/7/15 8:10	6.30E+17	God's Country - WI	Hawaii		“@Drudge_Report_: #Moderators dominate speaking time at #GOPdebate: 31.7% http://t.co/jsX9GBxg0j”Strike four!
5807	No candidate mentioned	0.394	yes	0.6277	Negative	0.3511	None of the above	0.394		thrillseekertx		0				8/7/15 8:30	6.30E+17	on a coaster somewhere	Eastern Time (US & Canada)		Best thing about the #Dollywood2016 announcement: none of my friends are talking about the #GOPDebate any more.
10600	No candidate mentioned	1	yes	1	Neutral	0.653	None of the above	1		KyleAlexLittle		1				8/6/15 19:52	6.29E+17	"Des Moines, IA"	Central Time (US & Canada)		"""A movement back to the 1800's"" #GOPDebates"
3048	No candidate mentioned	0.4542	yes	0.6739	Neutral	0.6739	None of the above	0.4542		ejgordon88		0				8/7/15 9:23	6.30E+17	"Dayton, OH"	Eastern Time (US & Canada)		Bernie Sanders live-tweeted the #GOPDebate http://t.co/38RFHTuQWc via @HuffPostPol #DebateWithBernie
6376	Donald Trump	0.4594	yes	0.6778	Negative	0.3667	None of the above	0.4594		CocktailsCigars		1				8/7/15 8:20	6.30E+17	Miami Beach			It's Huge It's a F#&amp;king #Juggernaut #DonaldTrump #GOPDebate https://t.co/F30T6FbE6P
6422	Rand Paul	0.6556	yes	1	Positive	0.3455	None of the above	0.6556		travisinghram		1				8/7/15 8:20	6.30E+17	Des Moines	Central Time (US & Canada)		The mainstream media wants to limit our options to establishment puppets. We know who won! #StandwithRand #GOPDebate http://t.co/UYEQy2Nh7A
13800	Donald Trump	1	yes	1	Positive	1	None of the above	1		tammy_pence		2				8/6/15 18:56	6.29E+17		Eastern Time (US & Canada)		I'm ONLY watching the #GOPDebates because of #DonaldTrump. He says what we have all been thinking for years. It's time for real change!
12552	Scott Walker	1	yes	1	Negative	1	Foreign Policy	1		OduorLive		7				8/6/15 19:19	6.29E+17	Kenya			"RT @SupermanHotMale: Scott Walker: Don't do business with Iran, just the crooked Koch Brothers Way to go Dickhead Walker #GopDebates"
