id	candidate	candidate_confidence	relevant_yn	relevant_yn_confidence	sentiment	sentiment_confidence	subject_matter	subject_matter_confidence	candidate_gold	screen_name	relevant_yn_gold	retweet_count	sentiment_gold	subject_matter_gold	tweet_coord	tweet_created	tweet_id	tweet_location	user_timezone		text
454	No candidate mentioned	0.4265	yes	0.6531	Negative	0.6531		0.2266		mojaavi		227				8/7/15 9:51	6.30E+17		Arizona		"RT @cmclymer: Fun Fact: in this party of super patriots, not a single candidate on stage has served a day in the military.#GOPDebate"
455	No candidate mentioned	1	yes	1	Neutral	1	None of the above	1		AbehoSooh		25				8/7/15 9:51	6.30E+17				RT @RealAlexJones: '@RealAlexJones will be taking twitter questions on #GOPdebate in 3rd hr of today's show. Watch live 11am-2pm ct: http:/…
456	No candidate mentioned	1	yes	1	Neutral	0.7059	None of the above	1		MacManX		458				8/7/15 9:51	6.30E+17	"California, USA"	Pacific Time (US & Canada)		"RT @kelkulus: SURPRISE TWIST: Kevin Spacey appears on stage, taps his ring on the podium, then pushes all 10 candidates in front of a train…"
457	Donald Trump	1	yes	1	Neutral	0.6703	None of the above	0.6703		marcannem96		0				8/7/15 9:51	6.30E+17	"Houston, TX"			@exjon @EssmailPatricia @CuffyMeh Trump supporters threaten to take Nerf ball home after hard hit.#GOPDebate #TrumpsPeePeehurts
458	Ted Cruz	1	yes	1	Positive	1	None of the above	0.6941		josemorelos		257				8/7/15 9:51	6.30E+17	"California, USA"	Tijuana		RT @WAGNERGIRLE: Thank you @tedcruz for speaking out on #govermentcartel #MakeAmericaGreatAgain #SecureTheBorder #GOPDebate http://t.co/…
459	No candidate mentioned	1	yes	1	Neutral	0.6513	Women's Issues (not abortion though)	0.6994		knotiookin		1163				8/7/15 9:51	6.30E+17				RT @MattyIceAZ: IRONY: Watching 10 men debate women's right to choose. #GOPDebate
460	No candidate mentioned	0.684	yes	1	Neutral	1	None of the above	1		marchoutgraaf		0				8/7/15 9:51	6.30E+17	Worlwide	Central Time (US & Canada)		The First #GOPDebate: Social Media Reaction and More http://t.co/Ih9KSywL7Y
461	No candidate mentioned	0.4698	yes	0.6854	Negative	0.3483	Immigration	0.4698		EusebiaAq		0				8/7/15 9:51	6.30E+17	America	Eastern Time (US & Canada)		Who's the real illegal alien AMERICA #GOPDebate - Farrakhan on Immigration &amp; the Mexican Bor https://t.co/lkLfFN2LFy via @YouTube
462	Donald Trump	0.466	yes	0.6827	Positive	0.3479	None of the above	0.466		BenGoldberger		0				8/7/15 9:51	6.30E+17	New York			Which candidate really likes hugs? The one word that defined each one's #GOPDebate http://t.co/RGHrEnzEwI http://t.co/rZZzG0m3P0
463	No candidate mentioned	1	yes	1	Negative	0.682	LGBT issues	1		EliOnTheRework		5				8/7/15 9:51	6.30E+17	PAGE FOR LIKE MINDED FRIENDS	Pacific Time (US & Canada)		RT @imfabulous13: I assume you guys didn't boo a gay soldier this time only because the opportunity didn't arise. #RSG15 #GOPDebate http://…
464	John Kasich	0.4531	yes	0.6731	Negative	0.6731	LGBT issues	0.4531		greatNPtweets		197				8/7/15 9:51	6.30E+17				"RT @HRC: .@JohnKasich said he’d love his daughters if they were gay, but his voting record says otherwise #GOPDebate http://t.co/qWNQMbLZ5d"
465	No candidate mentioned	1	yes	1	Negative	1	Women's Issues (not abortion though)	0.6705		bethanymckenzie		220				8/7/15 9:51	6.30E+17	Canada	Pacific Time (US & Canada)		RT @Marmel: MY mother worked.THEIR mothers worked.YOUR mothers worked.Nobody mentioned their mothers.Nobody.#GOPDebate
466	No candidate mentioned	0.3941	yes	0.6277	Neutral	0.3321		0.2337		scotmcesler		0				8/7/15 9:51	6.30E+17		Arizona		#GOPDebate #AffordableCareAct more #flaws than the #Constitution #repeal it http://t.co/oZMIdags6W #jpnet http://t.co/iU7jNB5Fte
467	No candidate mentioned	1	yes	1	Neutral	0.6907	None of the above	1		Bobcat_I		5				8/7/15 9:51	6.30E+17	Montreal Canada	Eastern Time (US & Canada)		RT @IamTheDenk: #GOPDebate tonight. Really just wanna see who can cut the best promo.
468	No candidate mentioned	1	yes	1	Neutral	1	None of the above	1		amanda_lynna		0				8/7/15 9:51	6.30E+17		Quito		John Oliver: the new Jon Stewart. Can't wait for his coverage of #GOPDebate #JonVoyage
469	No candidate mentioned	1	yes	1	Positive	1	None of the above	0.6775		theheartlander		3				8/7/15 9:51	6.30E+17	Deep in the heart of Kansas	Bogota		RT @LittleLadyCassy: #GOPDebate Loving Fiorina. Smart and on point!
470	No candidate mentioned	1	yes	1	Negative	1	Abortion	1		KompAREN_		284				8/7/15 9:51	6.30E+17	"Los Angeles,California"	Pacific Time (US & Canada)		RT @catie__warren: As a reminder. Less than 3 percent of what #PlannedParenthood does deals with abortions. But this debate won't tell you …
471	No candidate mentioned	0.4545	yes	0.6742	Negative	0.6742	None of the above	0.4545		EscapeVelo		14				8/7/15 9:51	6.30E+17	Twitter			"RT @k_mcq: GOP base voters have been targeted by leftist terror campaigns for years, &amp; the GOP establishment relentlessly manipulates that.…"
472	Donald Trump	1	yes	1	Negative	0.6917	None of the above	1		areebalovesyou		52				8/7/15 9:51	6.30E+17				"RT @MilesOrionFeld: ""Are you not entertained?!?!?!"" Then #Trump throws a severed head into the crowd. #GOPDebate"
473	No candidate mentioned	1	yes	1	Neutral	0.6824	None of the above	1		DCameronSmith		0				8/7/15 9:51	6.30E+17		Central Time (US & Canada)		Check out the candidates' best lines from the first #GOPdebate http://t.co/JI0J6pNSIS #tcot #alpolitics
474	Ted Cruz	1	yes	1	Negative	0.6742	None of the above	1		ImAlexaF		89				8/7/15 9:51	6.30E+17	ucd'19	Pacific Time (US & Canada)		"RT @ThatChrisGore: I'm not really sure about President, but Ted Cruz would make an excellent Marvel villain. #GOPDebate #TedCruz #Marvel"
475	No candidate mentioned	1	yes	1	Negative	1	Racial issues	0.6791		happykatek		340				8/7/15 9:51	6.30E+17				"RT @zellieimani: During debates on terrorism, don't expect anyone to bring up white supremacist organizations engaging in terrorism. #KKKor…"
476	No candidate mentioned	0.481	yes	0.6936	Negative	0.3718	FOX News or Moderators	0.2579		greenspaceguy		1				8/7/15 9:51	6.30E+17	Michigan	Central Time (US & Canada)		@TheDailyShow Jon Stewart can feel comfortable w/retirement as #GOPDebate solved all problems(personal &amp; scientific) https://t.co/voVjmTwu5J
477	No candidate mentioned	1	yes	1	Neutral	1	None of the above	1		paul_staubs		8				8/7/15 9:51	6.30E+17	"Tierra Verde, FL"			RT @ARTEM_KLYUSHIN: Here are some of the highlights from last night's #GOPdebatehttps://t.co/3e1lnT2Tql
478	Donald Trump	1	yes	1	Negative	1	None of the above	0.6778		FreedomJames7		0				8/7/15 9:51	6.30E+17				Donald Trump: Reagan Was A Con Man Who Couldn't 'Deliver The Goods' | ThinkProgress#GOPDebate http://t.co/LHmRKxWvcI
479	Mike Huckabee	0.2442	yes	0.6882	Positive	0.3548	None of the above	0.4736		Sir_Max		0				8/7/15 9:51	6.30E+17	California			GmaDawny: RT RhondaWatkGwyn: #ImWithHuck #GOPDebate #th2016 #ccot #tcot #teaparty #pjnet http://t.co/Ba4O0Kwluu
480	No candidate mentioned	1	yes	1	Neutral	1	None of the above	1		PeteModi		0				8/7/15 9:51	6.30E+17	"McLean, VA"	Eastern Time (US & Canada)		2016 @GOP Primary Tourney - @NCAA bracket format to narrow 16 candidates to final 4 #GOPDebate @RealClearNews http://t.co/ocEtmHT6Ba
481	No candidate mentioned	1	yes	1	Negative	0.6789	None of the above	1		WorldwideJoeyC		0				8/7/15 9:50	6.30E+17	dreamville	Central Time (US & Canada)		#GOPDebate didn't offer a single solution to any salient issues
482	No candidate mentioned	1	yes	1	Negative	0.6706	None of the above	1		sodaaccident		0				8/7/15 9:50	6.30E+17	"El Paso, Texas"			#GOPDebate so which presidential candidate stuck their thing into the presidential electric sharpener
483	No candidate mentioned	0.4153	yes	0.6444	Neutral	0.6444	None of the above	0.4153		EmotientInc		1				8/7/15 9:50	6.30E+17	"San Diego, CA"			Emotion-Reading Technology First &amp; Only To Analyze Audience Reactions To #GOPDebate: http://t.co/LtqgCdy60w http://t.co/bYwwEdhVgg
484	Ted Cruz	1	yes	1	Neutral	1	Foreign Policy	0.6899		Bobby9527		74				8/7/15 9:50	6.30E+17		Eastern Time (US & Canada)		RT @AnneBayefsky: .@SenTedCruz: any American who leaves &amp; joins #ISIS should lose their passport. So there's no coming home. #GOPDebate
485	Ted Cruz	1	yes	1	Positive	0.6705	None of the above	0.6358		zhynaryll		42				8/7/15 9:50	6.30E+17	"Eufaula, AL"			RT @JGalt9: Love that Cruz introduced a bill to strip citizenship from Americans who join ISIS #GOPDebate http://t.co/MylrLV0U7e
486	No candidate mentioned	0.4444	yes	0.6667	Neutral	0.6667	None of the above	0.4444		lucasmillerwsu		0				8/7/15 9:50	6.30E+17	"Phoenix, AZ - USA"	Pacific Time (US & Canada)		"@joshbretow dude I totally thought the PFTCommenter pic from the #GOPDebate was photo shopped, guess not, hahaha so righteous"
487	Donald Trump	1	yes	1	Negative	1	None of the above	1		George_Gramm		1				8/7/15 9:50	6.30E+17	Welcome to Greece:)			"RT @Anergo_Teacher: Seriously, #Trump is dangerous for the whole world. #GOPDebate"
488	No candidate mentioned	1	yes	1	Negative	0.6703	Abortion	1		kieranfb		1				8/7/15 9:50	6.30E+17	"Newcastle Upon-Tyne, UK"	Europe/London		"RT @joehudsonsmall: ""Would you really let a mother die, rather than have an abortion?""Was seriously being asked of a presidential hopeful…"
489	Jeb Bush	1	yes	1	Negative	1	Healthcare (including Medicare)	0.3622		Alee_Bono		0				8/7/15 9:50	6.30E+17	The Moon	Mountain Time (US & Canada)		"Jeb Bush: ""I defunded Planned Parenthood"" .he is proud that he denied thousands of women access to life saving healthcare #GOPDebate"
490	No candidate mentioned	0.4217	yes	0.6494	Positive	0.3347		0.2277		friarsfriars		21				8/7/15 9:50	6.30E+17				RT @richarddeitsch: .@FrankBruni on #GOPDebate is a writer at the top of his game: http://t.co/jTs30aLyUi
491	Rand Paul	1	yes	1	Negative	0.6794	None of the above	1		arrowsmithwoman		33				8/7/15 9:50	6.30E+17	Florida	Eastern Time (US & Canada)		RT @PamelaGeller: Now we know Rand's strategy - he's going after Trump. He's got nothing to lose - he is nowhere anyway #GOPDebate
492	Donald Trump	1	yes	1	Negative	1	Healthcare (including Medicare)	0.6632		jhmilner		0				8/7/15 9:50	6.30E+17	Urban Institute-Washington DC	Eastern Time (US & Canada)		Credit where credit is due - I was shocked #SHOCKED by Trump's cogent health care debate response #GOPdebate https://t.co/Mdfg53UfaZ
493	No candidate mentioned	1	yes	1	Negative	1	None of the above	0.6824		Liberalibrarian		1633				8/7/15 9:50	6.30E+17	"Las Vegas, Nevada"	America/Los_Angeles		"RT @pattonoswalt: ""That concludes our debate! Please welcome the Koch Brothers who will choose an ideological broodmare from our whore-stab…"
494	No candidate mentioned	1	yes	1	Negative	1	Foreign Policy	0.6889		robhair		942				8/7/15 9:50	6.30E+17	"Costa Mesa, CA"	Pacific Time (US & Canada)		RT @ColMorrisDavis: Amusing to hear men who chose not to serve in the military talk tough about using other people's kids to backup their b…
495	No candidate mentioned	1	yes	1	Negative	0.6949	Religion	1		ExtremeLiberal		0				8/7/15 9:50	6.30E+17	Michigan	Atlantic Time (Canada)		Is God going to be like the Co-president or something? #GOPDebate #eleventhdebater
496	No candidate mentioned	1	yes	1	Negative	1	FOX News or Moderators	1		LawrenceLange1		60				8/7/15 9:50	6.30E+17				RT @RedStateJake: I'd pay some serious $$$ to watch someone grill these 2 egomaniacal bullies in an interview. #GOPDebate #KellyFile http…
497	No candidate mentioned	0.4074	yes	0.6383	Positive	0.3404	None of the above	0.4074		mgremb		0				8/7/15 9:50	6.30E+17	seattle	Pacific Time (US & Canada)		Kind of glad I didn't get to watch the #GOPDebate yesterday. Better for my mental health! 😊
498		0.2337	yes	0.6277	Neutral	0.3511	None of the above	0.394		JodyPaulson		0				8/7/15 9:50	6.30E+17	"IN, USA"			"@Bipartisanism Well, technically we didn't, but the Supreme Court said we did. #GOPDebate"
499	No candidate mentioned	1	yes	1	Neutral	0.6818	None of the above	1		akbarjenkins		1				8/7/15 9:50	6.30E+17	"Atlanta, GA"	Eastern Time (US & Canada)		"Maybe the GOP just got Piven &amp; Cloward confused with Pinkard &amp; Bowden? ""She thinks I steal cars "" @kevinbaker @KevinMKruse #GOPdebate"
500	No candidate mentioned	1	yes	1	Negative	1	Abortion	1		_faaaaded_		508				8/7/15 9:50	6.30E+17	// Georgia //	Eastern Time (US & Canada)		RT @amaraconda: I SWEAR TO GOD IF ANOTHER CIS WHITE MAN SPEAKS ON ABORTION LIKE THEY KNOW WHAT ITS LIKE BEING PREGNANT  #GOPDebate
501	No candidate mentioned	1	yes	1	Neutral	0.6484	None of the above	0.6593		komodoman		0				8/7/15 9:50	6.30E+17				"Fun game: When re-watching the #GOPDebate replace the word ""God"" with ""Koch Bros"" or ""Reagan."""
502	Donald Trump	1	yes	1	Negative	1	None of the above	0.6739		dmc2et		0				8/7/15 9:50	6.30E+17	"SE Georgia, USA"	Eastern Time (US & Canada)		@ElianaBenador @PoliticalShort @Samlove0313Love @_AndyBryant @ebenjones @mjgranger1 #GOPDebate Trump too selfish &amp; immature to have power.
503	No candidate mentioned	1	yes	1	Neutral	0.6889	None of the above	0.6667		hiphughes		0				8/7/15 9:50	6.30E+17	"Buffalo, NY"	Eastern Time (US & Canada)		After my #GOPDebate tweet-athon I think I gained 200 political satirists followers but lost 250 of my teacher peeps. U can't win them all.
504	Donald Trump	1	yes	1	Neutral	0.3622	None of the above	0.6701		milagroswhip		288				8/7/15 9:50	6.30E+17		Central Time (US & Canada)		"RT @fakedansavage: Kelly: ""You call women you don't like 'fat pigs,' 'dogs,' and 'disgusting animals.'"" Trump: ""Only Rosie O'Donnell."" Crow…"
505	No candidate mentioned	1	yes	1	Negative	1	None of the above	1		ageisenbarth		12				8/7/15 9:50	6.30E+17	"Oregon, USA"			RT @ethicistforhire: Ten rich narcissists spouting nihilistic applause lines is not a debate. It is a Zeitgeist… #GOPDebate
506	Marco Rubio	0.3872	yes	0.6222	Positive	0.6222	None of the above	0.3872		jreyes_6		0				8/7/15 9:50	6.30E+17	"San Antonio, Texas"	Eastern Time (US & Canada)		Really thought @marcorubio had a solid performance last night! #GOPDebate
507	Ben Carson	1	yes	1	Positive	0.6939	None of the above	1		samanthabynum		0				8/7/15 9:50	6.30E+17				"Smartest &amp; wisest man in the room last night barely got any speaking time, I'm a little salty about that #GOPDebate @RealBenCarson"
508	No candidate mentioned	0.6966	yes	1	Neutral	1	None of the above	0.6966		thefullmonte		0				8/7/15 9:50	6.30E+17	As Many Places As Possible	Central Time (US & Canada)		Highlight video part 2 from the #Iowa #GOPDebate parties last night. Full video here. https://t.co/ZAQ07p8qY6 http://t.co/b2meuKtY63
509	Mike Huckabee	1	yes	1	Positive	0.6977	None of the above	1		melissagowens02		61				8/7/15 9:50	6.30E+17				"RT @GovMikeHuckabee: ""@GovMikeHuckabee had a good night he did well tonight."" - @BretBaier #ImWithHuck #GOPDebatehttps://t.co/FN6m0gMKnq"
510	Donald Trump	0.6957	yes	1	Negative	0.6957	FOX News or Moderators	1		kardle		135				8/7/15 9:50	6.30E+17				"RT @Writeintrump: Hey Megan Kelly, ask Kelly Osbourne how attacking me this week worked out for her. #GOPDebate"
511	Ted Cruz	1	yes	1	Positive	0.6597	None of the above	0.6597		LibertySings		434				8/7/15 9:50	6.30E+17	"Brewster County, TX- #TGDN"	Central Time (US & Canada)		RT @megynkelly: .@tedcruz gets powerful response from @FrankLuntz focus group. #KellyFile #GOPDebate
512	No candidate mentioned	1	yes	1	Negative	0.681	Religion	1		annemargaretj		0				8/7/15 9:50	6.30E+17	"Breslau, Ontario "			Why is God &amp; religion important in an election? Religion shouldn't play a part in the decision making in your country. #GOPDebate
513	Donald Trump	0.2575	yes	0.6742	Negative	0.6742	Women's Issues (not abortion though)	0.2575		JulietteIsabell		0				8/7/15 9:50	6.30E+17	"Greenwich, CT. "	Eastern Time (US & Canada)		"That pose is SO awkward. Who in the hell did she work with? She's stiff, not natural. Kinda like the #GOPDebate last night. @Pissed_Pat"
514	No candidate mentioned	0.6484	yes	1	Negative	1	Racial issues	1		mommamix4		10				8/7/15 9:50	6.30E+17	"Arizona, USA"			RT @goddessjaz: The discussion of racist police violence was over before I finished typing that tweet. #GOPdebate #KKKorGOP
515	Ted Cruz	1	yes	1	Positive	1	None of the above	1		MaidmaeMarion		98				8/7/15 9:50	6.30E+17				RT @RickCanton: #CruzCrew - the outsider. Always tells the truth. Honors commitments. #GOPDebate http://t.co/WHEoRxlcid
516	Jeb Bush	1	yes	1	Negative	0.6867	None of the above	0.6627		__ImJG		4				8/7/15 9:50	6.30E+17	#MSU18	Eastern Time (US & Canada)		"RT @MsPeoples: jebbush tell me more about this ""hang em by the neck"" wing of your party .#GOPDebate #KKKorGOP https://t.co/8fgWctd2bb"
517	No candidate mentioned	1	yes	1	Neutral	0.6907	None of the above	1		redsoxmonster		0				8/7/15 9:50	6.30E+17	New York City 	Mid-Atlantic		"If you're sick of #GOPDebate analysis, wait until Sunday night when @iamjohnoliver and @LastWeekTonight are locks to make us all LOL."
518	No candidate mentioned	0.4545	yes	0.6742	Negative	0.6742	Women's Issues (not abortion though)	0.4545		chloerjost		0				8/7/15 9:50	6.30E+17		Atlantic Time (Canada)		"i dont care if you think you dont have time to be PC, being respectful to women is something that should be in your nature #GOPDebate"
519	Ben Carson	1	yes	1	Positive	0.3518	Racial issues	1		1KissedGirl1		663				8/7/15 9:50	6.30E+17	Texas	Central Time (US & Canada)		RT @zellieimani: Ben Carson: No one seems to see me or cares what I have to say . But racism doesnt exist. #KKKorGOP #GOPDebate http://t.…
520	No candidate mentioned	1	yes	1	Neutral	0.6432	None of the above	1		Sceddar		75				8/7/15 9:50	6.30E+17	East LA aka East Lower Alabama	Central Time (US & Canada)		RT @Bipartisanism: Get ready to play #GOPDebate bingo! http://t.co/rWgY9doZX6
521	No candidate mentioned	1	yes	1	Negative	1	None of the above	1		Hafrica_		0				8/7/15 9:50	6.30E+17	Sierra Leone | Ohio | Georgia	Eastern Time (US & Canada)		It's not a coincidence that you couldn't watch the #GOPDebate unless you had cable.
522	No candidate mentioned	1	yes	1	Neutral	0.3596	FOX News or Moderators	1		nightridercz5		91				8/7/15 9:50	6.30E+17	At Large	Eastern Time (US & Canada)		"RT @RedStateJake: NEWSFLASH: You need to be knocked down a peg or 3, @megynkelly.#GOPDebate #KellyFile#PJNET #tcot #MegynKelly http://t…"
523	Rand Paul	0.4495	yes	0.6705	Negative	0.6705	None of the above	0.4495		mikeymo22		99				8/7/15 9:50	6.30E+17	"Sicklerville,NJ"	Eastern Time (US & Canada)		RT @Writeintrump: I'm at the #GOPDebate After Party. Rand Paul couldn't get in since the bar we're at doesn't allow Poodles.
